"[100, 7]",0.817307026652821,0.8234637650833507,0.8218358831710709,0.8148301574150786,0.8246923821374257,0.820455808782657,0.818957080945058
0.8965848306130846,"[83, 11]",0.9305230288836848,0.9281553398058253,0.92957928802589,0.9293492351568577,0.9286176965928228,0.920005136106831
0.9287933713102019,0.9281875283299875,"[76, 7]",0.8944397586452996,0.8863344464423325,0.8939393939393939,0.8860889688866033,0.8854481207838099
0.8910750113261277,0.8819320214669053,0.8914211719002914,"[81, 8]",0.9190306218297953,0.889935967137852,0.8954061454213568,0.9174975074775673
0.887576104647658,0.8854078804675263,0.8932321699544765,0.88755044269108,"[93, 6]",0.9162468513853905,0.9175595613261062,0.9169083343840624
0.9183169882948433,0.9170713249668916,0.921341192875705,0.9170866935483871,0.9169451977044838,"[79, 6]",0.9100536284026882,0.9136425648021829
0.9103504482477588,0.9155901852231564,0.9135179375255764,0.9137907516027827,0.9103382692568944,0.9103260869565217,"[84, 6]",0.9115824266629942
0.884268235608745,0.9002313869606642,0.9068493150684932,0.9100405470414404,0.8975245846049509,0.9151862860302759,0.9114708921805029,"[83, 8]"
0.8521497598518604,0.7671004685059866,0.7677557188265333,0.7649621408567575,0.7641275098323328,0.7648306180501679,0.7649554957565722,0.7682215743440234
"[81, 8]",0.9273409192041193,0.9271607290277514,0.9265191965420798,0.9282807731434385,0.9276725562476167,0.9264107778342654,0.9282534028749523
0.9262248204867509,"[85, 6]",0.9427318628753654,0.9424048949188615,0.9432157800358638,0.9417792268281323,0.9417714780062555,0.9412861136999069
0.9436442084301361,0.9434338069313505,"[82, 10]",0.8511361490526845,0.8623794622900568,0.8624298111281264,0.8494305669162524,0.8612421884963652
0.8540150604315636,0.8547344403599949,0.8621349317689071,"[75, 9]",0.8235585251175451,0.8395015105740181,0.8223850273964168,0.8384378340984844
0.8376811594202899,0.8411214953271028,0.8233840069212705,0.8338656146283423,"[86, 8]",0.9293384594988731,0.9299582532635345,0.9303096611630529
0.9320504313205044,0.9209784248147418,0.9205828301391441,0.920774532326879,0.9304883705519846,"[74, 9]",0.8234233150964949,0.7803237574099408
0.7915198428744729,0.7940665198748407,0.7845570492933471,0.7865944949902107,0.788119039411697,0.7895860994054147,"[83, 7]",0.9124585445216193
0.9099680471148424,0.9097287477291235,0.9065636102973259,0.9087261785356069,0.9102299066591493,0.9098319538500125,0.9089315891594166,"[85, 6]"
0.9056908548707753,0.8903280992240485,0.8905582020276047,0.9049359014058338,0.8898367048501097,0.8912632028817389,0.890856898552495,0.8925013750534744
"[86, 8]",0.8998929336188436,0.9218791237793613,0.92154404486968,0.9125836680053546,0.9215336896984095,0.9225482421358709,0.9211881188118812
0.9210265883750083,"[87, 8]",0.8727320023411589,0.9038617337294086,0.8887712565341097,0.8764705882352941,0.8921764627482341,0.8961734011238961
0.8990332975295381,0.8995106254608837,"[78, 9]",0.811132483770137,0.7729871912168345,0.7936340145642471,0.7595208498135382,0.8042844391550135
0.7720882386558463,0.8023504273504275,0.8095095514701479,"[88, 7]",0.7969298506574642,0.7970729966089594,0.77559963099631,0.7962401094651675
0.7970014278914803,0.7754418389742406,0.7753736079856903,0.7965233956423383,"[87, 8]",0.7763439679314701,0.789587852494577,0.7862405140419875
0.7845082195597659,0.7848885447203938,0.7745033835407117,0.7857696996564336,0.7813687166217035,"[96, 6]",0.8235890932149652,0.8224559624889114
0.8196100700359645,0.8238067928375709,0.8204249920710435,0.8210312162248077,0.8245356481776984,0.8221785193173888,"[72, 4]",0.8897807080407052
0.8709180098107919,0.8703638785669213,0.8714517151510883,0.8702054554379075,0.8711336574367646,0.8897011395398841,0.8704430734716769,"[76, 9]"
0.8464847590953786,0.8573389058698772,0.8571250545205309,0.8511296812132466,0.8576063896168726,0.8562352061791454,0.8578562956489171,0.857125031195408
"[87, 5]",0.9188934508985664,0.9190098210682094,0.9194567702030388,0.9193917373166465,0.9189771197846568,0.9177360529515063,0.9199327731092437
0.9194752774974773,"[72, 4]",0.8638470865130876,0.8704707560627675,0.8696645253390437,0.892742273807859,0.8708940302770638,0.8654878659889755
0.8696645253390437,0.8660695091365102,"[82, 6]",0.9283342556723851,0.9278121308969638,0.9283233782469787,0.9261138527837631,0.9282934963868816
0.9294410625345877,0.9287598944591029,0.9278565471226022,"[77, 8]",0.8365694807961532,0.8365758754863812,0.8362221005899168,0.8382862351868733
0.8365051377150848,0.8371357303644217,0.8828064764841943,0.8837896901915414,"[86, 7]",0.9141104294478528,0.9141493351517217,0.9140518417462482
0.9147890208930767,0.9086714615280228,0.9139660230606536,0.9134169620943551,0.9091525883709886,"[87, 7]",0.9464393179538616,0.9472630173564753
0.9476849067949489,0.9475234270414993,0.9467708542042343,0.9478330658105939,0.9470521466248247,0.9478336570012724,"[89, 7]",0.800400266844563
0.8028759736369084,0.8041127694859038,0.7983758237369367,0.7963932904594577,0.8026911803890222,0.8127146609199273,0.7984670278842341,"[83, 6]"
0.9439957279220346,0.9410590739755189,0.941332978581881,0.9461934362676291,0.9406526217850736,0.9421476599427467,0.9405197049245697,0.9421476599427467
"[81, 8]",0.8671539902132545,0.8616780045351474,0.8520562577888553,0.8524491515224454,0.8582719597628885,0.850145633953516,0.8450571462236361
0.8416075650118203,"[88, 10]",0.9344932805297669,0.9174441799112026,0.9028693413700005,0.9318712691409291,0.9211032713277741,0.9013817906492523
0.9206820824182922,0.9134138588684042,"[85, 7]",0.9481221115667513,0.9459108048368223,0.9411764705882353,0.9456599363760306,0.9468002081165452
0.9415529288839548,0.9459793278294221,0.9432781327422088,"[88, 6]",0.8235073694728953,0.823286901118121,0.831566994700984,0.8314195583596216
0.8234338892011742,0.8246932131229652,0.83186175580222,0.8320596223078381,"[91, 6]",0.8941879866518354,0.8943417211177533,0.8930058284762699
0.8931742508324085,0.8946344175701973,0.8921752412691801,0.8937942523948356,0.8941504178272981,"[74, 6]",0.7369248443073946,0.7407497565725414
0.7425609756097561,0.7461863628009557,0.7384839473205075,0.7428885361982663,0.7408985754291977,0.743240768996033,"[88, 5]",0.9028074774091192
0.9068977469670711,0.9070992789794786,0.9048441711008223,0.9058432567155913,0.906295449823395,0.9066223330562484,0.9061851390618514,"[81, 7]"
0.738358539063901,0.7597472278526289,0.7641812343917231,0.7488372093023256,0.7576428357762489,0.7669694072657743,0.7600215066610908,0.7583562956750929
"[94, 9]",0.7595919133754773,0.7475632325724862,0.7448352188883423,0.727294526707032,0.749938195302843,0.7402161304108918,0.7432945499081445
0.7439637210442457,"[76, 8]",0.896761956374475,0.8775685497191938,0.870118789788016,0.9025655021834061,0.9034426004663282,0.8906533880627145
0.8995293636177614,0.8763985435286329,"[91, 6]",0.8313565864271178,0.8408864895581759,0.8411480534242682,0.840045377197958,0.8400198821273877
0.8415215072875933,0.8416038674818711,0.8396621477748599,"[71, 8]",0.9052339162825936,0.8979158866841381,0.8826456692913385,0.8631708821714991
